***	PUNCT
死肉	NOUN
，	PUNCT
連極	ADV
大	ADJ
的	PART
骨頭	NOUN
，	PUNCT
都	ADV
細細	ADV
嚼爛	VERB
，	PUNCT
咽下	VERB
肚子	NOUN
去	VERB
，	PUNCT
想起	VERB
來	VERB
也	ADV
教人	VERB
害怕	VERB
。	PUNCT
『	PUNCT
海乙	PROPN
那	PRON
』	PUNCT
是	VERB
狼	NOUN
的	PART
親眷	NOUN
，	PUNCT
狼	NOUN
是	VERB
狗	NOUN
的	PART
本家	NOUN
。	PUNCT
前天	NOUN
趙家	PROPN
的	PART
狗	NOUN
，	PUNCT
看	VERB
我	PRON
幾眼	ADV
，	PUNCT
可見	ADV
他	PRON
也	ADV
同謀	VERB
，	PUNCT
早已	ADV
接洽	VERB
。	PUNCT
老	ADJ
頭子	NOUN
眼看	VERB
著地	VERB
，	PUNCT
豈	ADV
能	VERB
瞞	VERB
得	PART
我	PRON
過	VERB
。	PUNCT

　　	SPACE
最	ADV
可憐	VERB
的	PART
是	VERB
我	PRON
的	PART
大哥	NOUN
，	PUNCT
他	PRON
也	ADV
是	VERB
人	NOUN
，	PUNCT
何以	ADV
毫不	ADV
害怕	VERB
；	PUNCT
而且	ADV
合伙	ADV
吃	VERB
我	PRON
呢	PART
？	PUNCT
還	ADV
是	VERB
歷來	VERB
慣	VERB
了	PART
，	PUNCT
不	ADV
以	VERB
為非	VERB
呢	PART
？	PUNCT
還	ADV
是	VERB
喪	VERB
了	PART
良心	NOUN
，	PUNCT
明知故犯	VERB
呢	PART
？	PUNCT

　　	SPACE
我	PRON
詛咒	VERB
吃	VERB
人	NOUN
的	PART
人	NOUN
，	PUNCT
先	ADV
從	ADP
他	PRON
起頭	VERB
；	PUNCT
要	VERB
勸轉	VERB
吃	VERB
人	NOUN
的	PART
人	NOUN
，	PUNCT
也	ADV
先	ADV
從	ADP
他	PRON
下手	VERB
。	PUNCT

　　	SPACE
八	NUM

　　	SPACE
其	ADV
實這	ADV
種	NUM
道理	NOUN
，	PUNCT
到	VERB
了	PART
現在	NOUN
，	PUNCT
他們	PRON
也	ADV
該	VERB
早已	ADV
懂得	VERB
，	PUNCT
……	PUNCT

　　	SPACE
忽然	ADV
來	VERB
了	PART
一	NUM
個	NUM
人	NOUN
；	PUNCT
年紀	NOUN
不	ADV
過	ADV
二十	NUM
左右	PART
，	PUNCT
相貌	NOUN
是	VERB
不	ADV
很	ADV
看	VERB
得	PART
清楚	VERB
，	PUNCT
滿面	ADJ
笑容	NOUN
，	PUNCT
對	VERB
了	PART
我	PRON
點頭	VERB
，	PUNCT
他	PRON
的	PART
笑	NOUN
也	ADV
不	ADV
像	VERB
真笑	NOUN
。	PUNCT
我	PRON
便	ADV
問	VERB
他	PRON
，	PUNCT
『	PUNCT
吃人	VERB
的	PART
事	NOUN
，	PUNCT
對麼	VERB
？	PUNCT
』	PUNCT
他	PRON
仍然	ADV
笑	VERB
著說	VERB
，	PUNCT
『	PUNCT
不是	ADV
荒年	NOUN
，	PUNCT
怎麼	ADV
會吃人	VERB
。	PUNCT
』	PUNCT
我	PRON
立刻	ADV
就	ADV
曉得	VERB
，	PUNCT
他	PRON
也	ADV
是	VERB
一	NUM
伙	NUM
，	PUNCT
喜歡	VERB
吃	VERB
人	NOUN
的	PART
；	PUNCT
便	ADV
自勇	ADV
氣百	NUM
倍	NUM
，	PUNCT
偏	ADV
要	VERB
問	VERB
他	PRON
。	PUNCT

　　	SPACE
『	PUNCT
對麼	NOUN
？	PUNCT
』	PUNCT

　　	SPACE
『	PUNCT
這	DET
等	NUM
事問	NOUN
他	PRON
什麼	PRON
。	PUNCT
你	PRON
真會	ADV
……	PUNCT
說	VERB
笑話	VERB
。	PUNCT
……	PUNCT
今天	NOUN
天氣	NOUN
很	ADV
好	VERB
。	PUNCT
』	PUNCT

　　	SPACE
天氣	NOUN
是	VERB
好	VERB
，	PUNCT
月色	NOUN
也	ADV
很	ADV
亮	VERB
了	PART
。	PUNCT
可是	ADV
我	PRON
要	VERB
問	VERB
你	PRON
，	PUNCT
『	PUNCT
對麼	NOUN
？	PUNCT
』	PUNCT

　　	SPACE
他	PRON
不	ADV
以	VERB
為然	VERB
了	PART
。	PUNCT
含含	VERB
胡胡	NOUN
的	PART
答道	VERB
，	PUNCT
『	PUNCT
不	ADV
……	PUNCT
』	PUNCT

　　	SPACE
『	PUNCT
不	ADV
對	VERB
？	PUNCT
他	PRON
們何	ADV
以	ADP
竟	ADV
吃	VERB
？	PUNCT
！	PUNCT
』	PUNCT

　　	SPACE
『	PUNCT
沒有	VERB
的	PART
事	NOUN
……	PUNCT
』	PUNCT

　　	SPACE
『	PUNCT
沒有	VERB
的	PART
事	NOUN
？	PUNCT
狼子	NOUN
村現	NOUN
吃	VERB
；	PUNCT
還	ADV
有	VERB
書上	NOUN
都	ADV
寫著	VERB
，	PUNCT
通紅	ADV
斬	VERB
新	ADJ
！	PUNCT
』	PUNCT

　　	SPACE
他	PRON
便變	VERB
了	PART
臉	NOUN
，	PUNCT
鐵	NOUN
一般	ADV
青	VERB
。	PUNCT
睜著	VERB
眼說	NOUN
，	PUNCT
『	PUNCT
有	VERB
許有	NUM
的	PART
，	PUNCT
這	PRON
是	VERB
從來	ADV
如此	PRON
……	PUNCT
』	PUNCT

　　	SPACE
『	PUNCT
從來	ADV
如此	PRON
，	PUNCT
便	ADV
對麼	VERB
？	PUNCT
』	PUNCT

　　	SPACE
『	PUNCT
我	PRON
不同	ADV
你	PRON
講這	VERB
些	NUM
道理	NOUN
；	PUNCT
總	ADV
之	ADV
你	PRON
不	ADV
該說	VERB
，	PUNCT
你	PRON
說便	VERB
是	VERB
你	PRON
錯	VERB
！	PUNCT
』	PUNCT

　　	SPACE
我	PRON
直跳	ADV
起來	VERB
，	PUNCT
張開眼	PROPN
，	PUNCT
這人	PRON
便	ADV
不	ADV
見	VERB
了	PART
。	PUNCT
全身	NOUN
出	VERB
了	PART
一大	NUM
片汗	NOUN
。	PUNCT
他	PRON
的	PART
年紀	NOUN
，	PUNCT
比	ADP
我	PRON
大哥	NOUN
小	VERB
得	PART
遠	VERB
，	PUNCT
居然	ADV
也	ADV
是	VERB
一	NUM
伙	NUM
；	PUNCT
這	PRON
一定	ADV
是	VERB
他	PRON
娘老子	NOUN
先	ADV
教	VERB
的	PART
。	PUNCT
還怕	ADV
已	ADV
經	ADV
教給	VERB
他	PRON
兒子	NOUN
了	PART
；	PUNCT
所以	ADV
連小	ADV
孩子	NOUN
，	PUNCT
也	ADV
都	ADV
惡狠狠	VERB
的	PART
看	VERB
我	PRON
。	PUNCT

	SPACE
九	NUM

　　	SPACE
自己	PRON
想	VERB
吃	VERB
人	NOUN
，	PUNCT
又	ADV
怕	VERB
被	X
別人	NOUN
吃	VERB
了	PART
，	PUNCT
都	ADV
用	VERB
著疑	PART
心極	NOUN
深	VERB
的	PART
眼光	NOUN
，	PUNCT
面面	NOUN
相覷	VERB
。	PUNCT
……	PUNCT

　　	SPACE
去	VERB
了	PART
這心思	ADV
，	PUNCT
放心	VERB
做事	VERB
走路	VERB
吃	VERB
飯	VERB
睡覺	VERB
，	PUNCT
何等	ADV
舒服	VERB
。	PUNCT
這	PRON
只是	ADV
一	NUM
條	NUM
門檻	NOUN
，	PUNCT
一	NUM
個	NUM
關頭	NOUN
。	PUNCT
他們	PRON
可是	ADV
父子	NOUN
兄弟	NOUN
夫婦	NOUN
朋友	NOUN
師生	NOUN
仇敵	VERB
和	CCONJ
各	ADV
不	ADV
相識	VERB
的	PART
人	NOUN
，	PUNCT
都	ADV
結成	VERB
一	NUM
伙	NUM
，	PUNCT
互相	ADV
勸勉	VERB
，	PUNCT
互相	ADV
牽掣	VERB
，	PUNCT
死	ADV
也	ADV
不	ADV
肯	VERB
跨過	VERB
這	DET
一	NUM
步	NOUN
。	PUNCT

　　	SPACE
十	NOUN

　　	SPACE
大清早	NOUN
，	PUNCT
去	VERB
尋	VERB
我	PRON
大哥	NOUN
；	PUNCT
他	PRON
立在堂	VERB
門外	NOUN
看天	VERB
，	PUNCT
我	PRON
便	ADV
走到	VERB
他	PRON
背後	VERB
，	PUNCT
攔住門	VERB
，	PUNCT
格外	ADV
沈靜	VERB
，	PUNCT
格外	ADV
和	VERB
氣	VERB
的	PART
對	ADP
他	PRON
說	VERB
，	PUNCT

　　	SPACE
『	PUNCT
大哥	NOUN
，	PUNCT
我	PRON
有	VERB
話告	NOUN
訴	VERB
你	PRON
。	PUNCT
』	PUNCT

　　	SPACE
『	PUNCT
你	PRON
說	VERB
就是	ADV
，	PUNCT
』	PUNCT
他	PRON
趕緊	ADV
回過	VERB
臉來	NOUN
，	PUNCT
點	VERB
點頭	NOUN
。	PUNCT

　　	SPACE
『	PUNCT
我	PRON
只有	ADV
幾	NUM
句	NUM
話	NOUN
，	PUNCT
可是	ADV
說	VERB
不	ADV
出來	VERB
。	PUNCT
大哥	NOUN
，	PUNCT
大約	NOUN
當初	ADV
野蠻	VERB
的	PART
人	NOUN
，	PUNCT
都	ADV
吃	VERB
過	PART
一	NUM
點	NUM
人	NOUN
。	PUNCT
後來	NOUN
因	ADP
為心	ADP
思	VERB
不同	VERB
，	PUNCT
有的	PRON
不	ADV
吃	VERB
人	NOUN
了	PART
，	PUNCT
一味	ADV
要好	VERB
，	PUNCT
便	ADV
變	VERB
了	PART
人	NOUN
，	PUNCT
變	VERB
了	PART
真的	ADJ
人	NOUN
。	PUNCT
有的	PRON
卻還	ADV
吃	VERB
，	PUNCT
——	NOUN
也	ADV
同	ADP
蟲子	NOUN
一樣	VERB
，	PUNCT
有的	PRON
變	VERB
了	PART
魚鳥	NOUN
猴子	NOUN
，	PUNCT
一直	ADV
變	VERB
到	VERB
人	NOUN
。	PUNCT
有的	PRON
不要	ADV
好	VERB
，	PUNCT
至今	ADV
還	ADV
是	VERB
蟲子	NOUN
。	PUNCT
這吃人	NOUN
的	PART
人	NOUN
比	ADP
不	ADV
吃	VERB
人	NOUN
的	PART
人	NOUN
，	PUNCT
何等	ADV
慚愧	VERB
。	PUNCT
怕	VERB
比	ADP
蟲子	NOUN
的	PART
慚愧	VERB
猴子	NOUN
，	PUNCT
還	ADV
差	VERB
得	PART
很	ADV
遠	VERB
很	ADV
遠	VERB
。	PUNCT

　　	SPACE
『	PUNCT
易牙	PROPN
蒸	VERB
了	PART
他	PRON
兒子	NOUN
，	PUNCT
給桀	VERB
紂	PROPN
吃	VERB
，	PUNCT
還	ADV
是	VERB
一直	ADV
從前	NOUN
的	PART
事	NOUN
。	PUNCT
誰曉	ADV
得	VERB
從盤古	NOUN
開闢	VERB
天地	NOUN
以後	PART
，	PUNCT
一直	ADV
吃到	VERB
易牙	PROPN
的	PART
兒子	NOUN
；	PUNCT
從易牙	PROPN
的	PART
兒子	NOUN
，	PUNCT
一直	ADV
吃到	VERB
徐錫	PROPN
林	PROPN
；	PUNCT
從徐	ADV
錫林	PROPN
，	PUNCT
又	ADV
一直	ADV
吃	VERB
到	VERB
狼子村	PROPN
捉住	VERB
的	PART
人	NOUN
。	PUNCT
去年	NOUN
城裡	NOUN
殺	VERB
了	PART
犯人	NOUN
，	PUNCT
還	ADV
有	VERB
一	NUM
個	NUM
生癆病	VERB
的	PART
人	NOUN
，	PUNCT
用	ADP
饅頭	NOUN
蘸	VERB
血舐	NOUN
。	PUNCT

　　	SPACE
『	PUNCT
他們	PRON
要	VERB
吃	VERB
我	PRON
，	PUNCT
你	PRON
一個人	NOUN
，	PUNCT
原	ADV
也	ADV
無法	ADV
可	VERB
想	VERB
；	PUNCT
然而	ADV
又	ADV
何必	ADV
去	VERB
入伙	VERB
。	PUNCT
吃人	VERB
的	PART
人	NOUN
，	PUNCT
什麼	DET
事	NOUN
做	VERB
不	ADV
出	VERB
；	PUNCT
他	PRON
們會	PRON
吃	VERB
我	PRON
，	PUNCT
也	ADV
會	VERB
吃	VERB
你	PRON
，	PUNCT
一	NUM
伙	NUM
裡面	NOUN
，	PUNCT
也	ADV
會	VERB
自吃	VERB
。	PUNCT
但	ADV
只要	SCONJ
轉	VERB
一	NUM
步	NUM
，	PUNCT
只要	SCONJ
立刻	ADV
改	VERB
了	PART
，	PUNCT
也	ADV
就是	ADV
人人	NOUN
太平	NOUN
。	PUNCT
雖然	SCONJ
從來	VERB
如此	VERB
，	PUNCT
我	PRON
們	PRON
今天	NOUN
也	ADV
可以	VERB
格外	ADV
要好	VERB
，	PUNCT
說	VERB
是	VERB
不	ADV
能	VERB
！	PUNCT
大哥	NOUN
，	PUNCT
我	PRON
相信	VERB
你	PRON
能	VERB
說	VERB
，	PUNCT
前天	NOUN
佃戶	NOUN
要	VERB
減租	VERB
，	PUNCT
你	PRON
說過	VERB
不	ADV
能	VERB
。	PUNCT
』	PUNCT

　　	SPACE
當初	ADV
，	PUNCT
他	PRON
還	ADV
只是	ADV
冷笑	VERB
，	PUNCT
隨後	ADV
眼光	NOUN
便	ADV
凶狠	VERB
起來	VERB
，	PUNCT
一	ADV
到	VERB
說破	VERB
他們	PRON
的	PART
隱情	NOUN
，	PUNCT
那	ADV
就	ADV
滿臉	ADV
都	ADV
變成	VERB
青色	NOUN
了	PART
。	PUNCT
大門	NOUN
外立	VERB
著	PART
一	NUM
伙	NUM
人	NOUN
，	PUNCT
趙貴翁	PROPN
和	CCONJ
他	PRON
的	PART
狗	NOUN
，	PUNCT
也	ADV
在	ADP
裡面	NOUN
，	PUNCT
都	ADV
探頭	VERB
探腦	VERB
的	PART
挨進來	VERB
。	PUNCT
有的是	PRON
看	VERB
不	ADV
出	VERB
面貌	NOUN
，	PUNCT
似乎	ADV
用	VERB
布蒙著	NOUN
；	PUNCT
有的是	PRON
仍	ADV
舊	ADV
青面獠牙	VERB
，	PUNCT
抿著	VERB
嘴笑	NOUN
。	PUNCT
我	PRON
認識	VERB
他們	PRON
是	VERB
一	NUM
伙	NUM
，	PUNCT
都	ADV
是	VERB
吃人	VERB
的	PART
人	NOUN
。	PUNCT
可是	ADV
也	ADV
曉	VERB
得	VERB
他	PRON
們心	NOUN
思	NOUN
很	ADV
不一	VERB
樣	VERB
，	PUNCT
一	NUM
種	NUM
是	VERB
以	ADP
為從	ADV
來	VERB
如此	VERB
，	PUNCT
應該	VERB
吃	VERB
的	PART
；	PUNCT
一	NUM
種	NUM
是	VERB
知道	VERB
不	ADV
該	VERB
吃	VERB
，	PUNCT
可是	ADV
仍然	ADV
要	VERB
吃	VERB
，	PUNCT
又	ADV
怕	VERB
別人	PRON
說破	VERB
他	PRON
，	PUNCT
所以	ADV
聽	VERB
了	PART
我	PRON
的	PART
話	NOUN
，	PUNCT
越	ADV
發	ADV
氣憤	VERB
不	ADV
過	VERB
，	PUNCT
可是	ADV
抿著嘴	VERB
冷笑	VERB
。	PUNCT

　　	SPACE
這	DET
時候	ADV
，	PUNCT
大哥	NOUN
也	ADV
忽然	ADV
顯出	VERB
凶相	VERB
，	PUNCT
高聲	ADV
喝道	VERB
，	PUNCT

　　	SPACE
『	PUNCT
都	ADV
出去	VERB
！	PUNCT
瘋子	NOUN
有	VERB
什麼	PRON
好看	VERB
！	PUNCT
』	PUNCT

　　	SPACE
這	ADV
時候	ADV
，	PUNCT
我	PRON
又	ADV
懂得	VERB
一	NUM
件	NUM
他們	ADJ
的	PART
巧妙	NOUN
了	PART
。	PUNCT
他	PRON
們豈	ADV
但	ADV
不	ADV
肯	VERB
改	VERB
，	PUNCT
而且	ADV
早已	ADV
布置	VERB
；	PUNCT
預備	VERB
下	DET
一	NUM
個	NUM
瘋子	NOUN
的	PART
名目	NOUN
罩上	VERB
我	PRON
。	PUNCT
將來	NOUN
吃	VERB
了	PART
，	PUNCT
不但	ADV
太平	NOUN
無事	VERB
，	PUNCT
怕	VERB
還會	ADV
有人	VERB
見情	VERB
。	PUNCT
佃戶	NOUN
說	VERB
的	PART
大家	PRON
吃	VERB
了	PART
一	NUM
個	NUM
惡人	NOUN
，	PUNCT
正是	ADV
這	DET
方法	NOUN
。	PUNCT
這	PRON
是	VERB
他們	NOUN
的	PART
老譜	NOUN
！	PUNCT

　　	SPACE
陳	PROPN
老五	NOUN
也	ADV
氣	VERB
憤憤	VERB
的	PART
直走	VERB
進來	NOUN
。	PUNCT
如何	SCONJ
按	VERB
得	PART
住	VERB
我	PRON
的	PART
口	NOUN
，	PUNCT
我	PRON
偏	ADV
要	VERB
對	ADP
這伙	DET
人說	NOUN
，	PUNCT

　　	SPACE
『	PUNCT
你們	PRON
可以	VERB
改	VERB
了	PART
，	PUNCT
從真心	ADV
改起	VERB
！	PUNCT
要	VERB
曉	VERB
得	PART
將	NOUN
來容	NOUN
不得	ADV
吃	VERB
人	NOUN
的	PART
人	NOUN
，	PUNCT
活	VERB
在	ADP
世上	NOUN
。	PUNCT

　　	SPACE
『	PUNCT
你們	PRON
要不	ADV
改	VERB
，	PUNCT
自己	PRON
也	ADV
會	VERB
吃盡	VERB
。	PUNCT
即使	SCONJ
生	VERB
得	PART
多	VERB
，	PUNCT
也	ADV
會給	VERB
真的	ADJ
人	NOUN
除滅	VERB
了	PART
，	PUNCT
同獵人	NOUN
打	VERB
完	VERB
狼子	NOUN
一樣	VERB
！	PUNCT
——	PUNCT
同	ADP
蟲子	NOUN
一樣	VERB
！	PUNCT
』	PUNCT

　　	SPACE
那	DET
一	NUM
伙	NUM
人	NOUN
，	PUNCT
都	ADV
被	X
陳老	PROPN
五	NUM
趕	VERB
走	VERB
了	PART
。	PUNCT
大哥	NOUN
也	ADV
不知	VERB
那	PRON
裡	PRON
去	VERB
了	PART
。	PUNCT
陳	PROPN
老五	NOUN
勸	VERB
我	PRON
回	VERB
屋子	NOUN
裡去	PART
。	PUNCT
屋	NOUN
裡面	NOUN
全	ADV
是	VERB
黑沈沈	NOUN
的	PART
。	PUNCT
橫梁	NOUN
和	CCONJ
椽子	NOUN
都	ADV
在	ADP
頭上	NOUN
發抖	VERB
；	PUNCT
抖	VERB
了	PART
一	NUM
會	NUM
，	PUNCT
就	ADV
大	ADV
起來	VERB
，	PUNCT
堆	VERB
在	ADP
我	PRON
身上	NOUN
。	PUNCT

　　	SPACE
萬分	ADV
沈重	VERB
，	PUNCT
動彈	VERB
不得	ADV
；	PUNCT
他	PRON
的	PART
意思	NOUN
是	VERB
要	VERB
我	PRON
死	VERB
。	PUNCT
我	PRON
曉	VERB
得	VERB
他	PRON
的	PART
沈重	NOUN
是	VERB
假	VERB
的	PART
，	PUNCT
便	ADV
掙紮	VERB
出來	VERB
，	PUNCT
出	VERB
了	PART
一	NUM
身汗	NOUN
。	PUNCT
可是	ADV
偏	ADV
要	VERB
說	VERB
，	PUNCT

　　	SPACE
『	PUNCT
你們	ADV
立刻	ADV
改	VERB
了	PART
，	PUNCT
從真心	ADV
改起	VERB
！	PUNCT
你們	PRON
要	VERB
曉	VERB
得	PART
將來	NOUN
是	VERB
容不得	VERB
吃人	VERB
的	PART
人	NOUN
，	PUNCT
……	PUNCT
』	PUNCT

　　	SPACE
十一	NUM

　　	SPACE
太	NOUN
陽	NOUN
也	ADV
不	ADV
出	VERB
，	PUNCT
門	NOUN
也	ADV
不	ADV
開	VERB
，	PUNCT
日日	NOUN
是	VERB
兩頓飯	NOUN
。	PUNCT

　　	SPACE
我	PRON
捏起	VERB
筷子	NOUN
，	PUNCT
便	ADV
想起	VERB
我	PRON
大哥	NOUN
；	PUNCT
曉	VERB
得	VERB
妹子	NOUN
死掉	VERB
的	PART
緣故	NOUN
，	PUNCT
也	ADV
全	ADV
在	VERB
他	PRON
。	PUNCT
那	ADV
時	ADV
我	PRON
妹子	NOUN
纔	ADV
五	NUM
歲	NUM
，	PUNCT
可愛可憐	VERB
的	PART
樣子	NOUN
，	PUNCT
還	ADV
在	VERB
眼前	NOUN
。	PUNCT
母親	NOUN
哭個	VERB
不住	ADV
，	PUNCT
他	PRON
卻勸	ADV
母親	NOUN
不要	ADV
哭	VERB
；	PUNCT
大約	NOUN
因為	ADP
自己	PRON
吃	VERB
了	PART
，	PUNCT
哭起	VERB
來	VERB
不免	ADV
有	VERB
點	NUM
過意	VERB
不	ADV
去	VERB
。	PUNCT
如果	SCONJ
還	ADV
能	VERB
過意	VERB
不	ADV
去	VERB
，	PUNCT
……	PUNCT

　　	SPACE
妹子	NOUN
是	VERB
被	X
大哥	NOUN
吃	VERB
了	PART
，	PUNCT
母親	NOUN
知道	VERB
沒有	ADV
，	PUNCT
我	PRON
可	ADV
不得而知	VERB
。	PUNCT

　　	SPACE
母親	NOUN
想	VERB
也	ADV
知道	VERB
；	PUNCT
不	ADV
過哭	VERB
的	PART
時候	NOUN
，	PUNCT
卻並	ADV
沒有	ADV
說明	VERB
，	PUNCT
大約	NOUN
也	ADV
以	VERB
為	VERB
應當	VERB
的	PART
了	PART
。	PUNCT
記	VERB
得	VERB
我	PRON
四五	NUM
歲時	NOUN
，	PUNCT
坐	VERB
在	ADP
堂前	NOUN
乘涼	VERB
，	PUNCT
大哥說	NOUN
爺娘	NOUN
生病	VERB
，	PUNCT
做	VERB
兒子	NOUN
的	PART
須割	NOUN
下	VERB
一	NUM
片	NUM
肉來	NOUN
，	PUNCT
煮	VERB
熟	VERB
了	PART
請	VERB
他	PRON
吃	VERB
，	PUNCT
	PROPN
纔算	VERB
好人	NOUN
；	PUNCT
母親	NOUN
也	ADV
沒有	ADV
說	VERB
不行	VERB
。	PUNCT
一	NUM
片	NUM
吃	VERB
得	PART
，	PUNCT
整個	VERB
的	PART
自然	ADV
也	ADV
吃	VERB
得	PART
。	PUNCT
但是	ADV
那天	NOUN
的	PART
哭法	NOUN
，	PUNCT
現	NOUN
在	NOUN
想起	VERB
來	VERB
，	PUNCT
實	ADV
在	ADV
還教人	NOUN
傷心	VERB
，	PUNCT
這真	PRON
是	VERB
奇極	ADJ
的	PART
事	NOUN
！	PUNCT

	SPACE
十二	NUM

　　	SPACE
不	ADV
能	VERB
想	VERB
了	PART
。	PUNCT

　　	SPACE
四千	NUM
年	NUM
來時	VERB
時吃人	NOUN
的	PART
地方	NOUN
，	PUNCT
今天	NOUN
纔	ADV
明白	VERB
，	PUNCT
我	PRON
也	ADV
在	ADP
其中	NOUN
混	VERB
了	PART
多年	ADV
；	PUNCT
大哥正	NOUN
管著	VERB
家務	NOUN
，	PUNCT
妹子	NOUN
恰恰	ADV
死	VERB
了	PART
，	PUNCT
他	PRON
未必	NOUN
不和	VERB
在	ADP
飯	NOUN
菜裡	NOUN
，	PUNCT
暗暗	ADV
給	VERB
我	PRON
們吃	PRON
。	PUNCT

　　	SPACE
我	PRON
未必	ADV
無意	VERB
之中	PART
，	PUNCT
不	ADV
吃	VERB
了	PART
我	PRON
妹子	NOUN
的	PART
幾片	NUM
肉	NOUN
，	PUNCT
現	NOUN
在	NOUN
也	ADV
輪到	VERB
我	PRON
自己	PRON
，	PUNCT
……	PUNCT

　　	SPACE
有	VERB
了	PART
四千	NUM
年	NUM
吃	VERB
人	NOUN
履歷	NOUN
的	PART
我	PRON
，	PUNCT
當初	ADV
雖然	SCONJ
不	ADV
知道	VERB
，	PUNCT
現	NOUN
在	NOUN
明白	VERB
，	PUNCT
難見	ADV
真的	ADV
人	NOUN
！	PUNCT

　　	SPACE
十三	NOUN

　　	SPACE
沒有	ADV
吃	VERB
過人	VERB
的	PART
孩子	NOUN
，	PUNCT
或者	CCONJ
還有	VERB
？	PUNCT

　　	SPACE
救救	VERB
孩子	NOUN
……	PUNCT

　　　　　　　　　　　　　　　　　　　　　　　　　　　　	SPACE
一九一八年	NOUN
四月	NOUN
。	PUNCT

　　	SPACE
注釋	NOUN

　　	SPACE
本	PUNCT
篇	NOUN
最初	ADV
發表	VERB
於	ADP
一九一八年	NOUN
五月	NOUN
《	PUNCT
新	ADJ
青年	NOUN
》	PUNCT
第四	NUM
卷	NUM
第五	NUM
號	NOUN
。	PUNCT
作者	NOUN
首次	ADV
采用	VERB
了	PART
『	PUNCT
魯迅	PROPN
』	PUNCT
這	DET
一	NUM
筆名	NOUN
。	PUNCT
它	PRON
是	VERB
我	PRON
國現	NOUN
代文	ADJ
學史	NOUN
上	PART
第一	NUM
篇	NUM
猛烈	ADV
抨	VERB
擊	VERB
『	PUNCT
吃	VERB
人	NOUN
』	PUNCT
的	PART
封建	ADJ
禮教	NOUN
的	PART
小說	NOUN
。	PUNCT
作者	NOUN
除	ADP
在	ADP
本	DET
書(	NOUN
《	PUNCT
吶喊	PROPN
》	PUNCT
)	PUNCT
《	PUNCT
自序	NOUN
》	PUNCT
中	PART
提及	VERB
它	PRON
產生	VERB
的	PART
緣	NOUN
由	NOUN
外	PART
，	PUNCT
又	ADV
在	ADP
《	PUNCT
〈	PUNCT
中	PROPN
國	NOUN
新	ADJ
文學	NOUN
大系	NOUN
〉	PUNCT
小	NOUN
說	NOUN
二	NUM
集序	NOUN
》	PUNCT
中	PART
指出	VERB
它	PRON
『意	PUNCT
在	VERB
暴露	VERB
家族	NOUN
制度	NOUN
和	CCONJ
禮教	NOUN
的	PART
弊害	NOUN
』	PUNCT
，	PUNCT
可以	VERB
參看	VERB
。	PUNCT

　　	SPACE
候	PUNCT
補	VERB
：	PUNCT
清代	PROPN
官制	NOUN
，	PUNCT
通過	ADP
科舉	NOUN
或	CCONJ
捐納	NOUN
等	PART
途徑	NOUN
取得	VERB
官銜	NOUN
，	PUNCT
但	ADV
還沒	ADV
有	VERB
實際	ADJ
職務	NOUN
的	PART
中下級	ADJ
官員	NOUN
，	PUNCT
由	ADP
吏部	NOUN
抽簽	VERB
分發	VERB
到	VERB
某部	DET
或	CCONJ
某	DET
省	NOUN
，	PUNCT
聽候	VERB
委用	VERB
，	PUNCT
稱為	VERB
候補	NOUN
。	PUNCT

　　	SPACE
古久	PUNCT
先生	NOUN
的	PART
陳年	PROPN
流水	NOUN
簿子	NOUN
：	PUNCT
這裡	PRON
比喻	VERB
我	PRON
國	NOUN
封建	ADJ
主義	ADJ
統治	NOUN
的	PART
長久	ADJ
歷史	NOUN
。	PUNCT

　　	SPACE
	PUNCT
『	PUNCT
本草	NOUN
什麼	NOUN
』	PUNCT
：	PUNCT
指	VERB
《	PUNCT
本草	NOUN
綱目	NOUN
》	PUNCT
，	PUNCT
明代	PROPN
醫學家	NOUN
李時珍	PROPN
(	PUNCT
1518	NOUN
—	PUNCT
1593	NOUN
)	PUNCT
的	PART
藥物	NOUN
學	NOUN
著作	NOUN
，	PUNCT
共	ADV
五十二卷	NUM
。	PUNCT
該書	NOUN
曾	ADV
經	ADV
提到	VERB
唐代	PROPN
陳藏器	PROPN
《	PUNCT
本草	NOUN
拾遺	NOUN
》	PUNCT
中	PART
以	ADP
人	NOUN
肉醫	NOUN
治癆	VERB
的	PART
記載	NOUN
，	PUNCT
並	CCONJ
表示	VERB
了	PART
異議	NOUN
。	PUNCT
這裡	PRON
說	VERB
李時珍	PROPN
的	PART
書	NOUN
『	PUNCT
明明	ADJ
寫著人	NOUN
肉	NOUN
可以	VERB
煎	VERB
吃	VERB
』	PUNCT
，	PUNCT
當	VERB
是	VERB
『	PUNCT
狂人	NOUN
』	PUNCT
的	PART
『	PUNCT
記	NOUN
中	PART
語誤	NOUN
』	PUNCT
。	PUNCT

　　	SPACE
	PUNCT
『	PUNCT
易子而食	PROPN
』	PUNCT
：	PUNCT
語見	NOUN
《	PUNCT
左傳	NOUN
》	PUNCT
宣公	PROPN
十五	NUM
年	NUM
，	PUNCT
是	VERB
宋將	PROPN
華元	PROPN
對楚	VERB
將子	NOUN
反敘說	VERB
宋國	PROPN
都城	NOUN
被	X
楚軍	PROPN
圍	VERB
困時	VERB
的	PART
慘狀	NOUN
：	PUNCT
『	PUNCT
