***	PUNCT
得意	VERB
的	PART
﹕這	PRON
或者	ADV
也	ADV
是	VERB
中國	ADJ
精神	NOUN
文明	NOUN
冠於	VERB
全球	NOUN
的	PART
一	NUM
個	NUM
證據	NOUN
了	PART
。	PUNCT


　　	SPACE
看	VERB
哪﹐	PUNCT
他	PRON
飄	VERB
飄然	VERB
的	PART
似乎	ADV
要	VERB
飛去	VERB
了	PART
﹗	PUNCT


　　	SPACE
然而	ADV
這	DET
一	NUM
次	NUM
的	PART
勝利	NOUN
﹐卻	ADV
又	ADV
使	VERB
他	PRON
有些	ADV
異樣	NOUN
。	PUNCT
他	PRON
飄	VERB
飄然	VERB
的	PART
飛	VERB
了	PART
大半天	NUM
﹐飄	PUNCT
進	VERB
土谷	NOUN
祠﹐	NOUN
照例	VERB
應該	VERB
躺下	VERB
便	ADV
打鼾	VERB
。	PUNCT
誰	PRON
知道	VERB
這	DET
一	NUM
晚	NOUN
﹐	PUNCT
他	PRON
很	ADV
不	ADV
容易	VERB
合眼	VERB
﹐	PUNCT
他	PRON
覺	VERB
得	VERB
自己	PRON
的	PART
大拇指	NOUN
和	CCONJ
第二	NUM
指	NOUN
有	VERB
點古	NUM
怪﹕	VERB
彷彿	ADV
比	ADP
平常	NOUN
滑	VERB
膩些	VERB
。	PUNCT
不	ADV
知道	VERB
是	VERB
小	ADJ
尼姑	NOUN
的	PART
臉上	NOUN
有	VERB
一	NUM
點	NUM
滑膩	VERB
的	PART
東西粘	NOUN
在	ADP
他	PRON
指上	NOUN
﹐還	PUNCT
是	VERB
他	PRON
的	PART
指頭	NOUN
在	ADP
小尼	PROPN
姑臉	NOUN
上	PART
磨	VERB
得	PART
滑膩	VERB
了	PART
﹖	PUNCT
……	PUNCT


　　	SPACE
“	PUNCT
斷子	VERB
絕孫	VERB
的	PART
阿Ｑ﹗	PUNCT
”	PUNCT


　　	SPACE
阿Ｑ	PROPN
的	PART
耳朵	NOUN
裡	PART
又	ADV
聽到	VERB
這句話	NOUN
。	PUNCT
他	PRON
想	VERB
﹕	PUNCT
不	ADV
錯﹐	VERB
應該	VERB
有	VERB
一	NUM
個	NUM
女人	NOUN
﹐	PUNCT
斷子	VERB
絕孫	VERB
便沒	ADV
有人	VERB
供	VERB
一	NUM
碗	NUM
飯﹐	NOUN
……	PUNCT
應該	VERB
有	VERB
一	NUM
個	NUM
女人	NOUN
。	PUNCT
夫	NOUN
“	PUNCT
不孝有三	VERB
無	VERB
後	NOUN
為大	VERB
”	PUNCT
〔	PUNCT
２７	NUM
〕﹐	PUNCT
而	ADV
“	PUNCT
若敖之鬼	VERB
餒	VERB
而	CCONJ
”	PUNCT
〔	PUNCT
２８	NUM
〕﹐	PUNCT
也	ADV
是	VERB
一	NUM
件	NUM
人生	NOUN
的	PART
大	ADJ
哀﹐	NOUN
所以	ADV
他	PRON
那	DET
思想	NOUN
﹐	PUNCT
其實	ADV
是	VERB
樣樣	ADV
合於	VERB
聖經	NOUN
賢傳	NOUN
的	PART
﹐只	ADV
可惜	VERB
後來	NOUN
有些	PRON
“	PUNCT
不	ADV
能	VERB
收其	VERB
放心	VERB
”	PUNCT
〔	PUNCT
２９	NUM
〕	PUNCT
了	PART
。	PUNCT


　　	SPACE
“	PUNCT
女人	NOUN
﹐	PUNCT
女人	NOUN
﹗	PUNCT
……	PUNCT
”	PUNCT
他	PRON
想	VERB
。	PUNCT


　　	SPACE
“	PUNCT
……	PUNCT
和	CCONJ
尚動	ADV
得	VERB
……	PUNCT
女人	NOUN
﹐	PUNCT
女人	NOUN
﹗	PUNCT
……	PUNCT
女人	NOUN

	SPACE
﹗	PUNCT
”	PUNCT
他	PRON
又	ADV
想	VERB
。	PUNCT


　　	SPACE
我	PRON
們	PRON
不	ADV
能	VERB
知道	VERB
這	DET
晚上	NOUN
阿Ｑ	PROPN
在	ADP
什麼	DET
時候	NOUN
才	ADV
打鼾	VERB
。	PUNCT
但	ADV
大約	NOUN
他	PRON
從此	ADV
總覺	ADV
得	VERB
指頭	VERB
有些	ADV
滑膩﹐	VERB
所以	ADV
他	PRON
從此	ADV
總	ADV
有些	ADV
飄	VERB
飄然	VERB
﹔	PUNCT
“	PUNCT
女	NOUN
……	PUNCT
”	PUNCT
他	PRON
想	VERB
。	PUNCT


　　	SPACE
即	ADV
此	DET
一端	NOUN
﹐	PUNCT
我	PRON
們便	ADV
可以	VERB
知道	VERB
女人	NOUN
是	VERB
害人	VERB
的	PART
東西	NOUN
。	PUNCT


　　	SPACE
中國	NOUN
的	PART
男人	NOUN
﹐本	ADV
來	ADV
大半	ADV
都	ADV
可以	VERB
做聖	VERB
賢﹐	NOUN
可惜	ADV
全	ADV
被	X
女人	NOUN
毀掉	VERB
了	PART
。	PUNCT
商是	PROPN
妲己	PROPN
〔	PUNCT
３０	NUM
〕	PUNCT
鬧亡	VERB
的	PART
﹔周	PROPN
是	VERB
褒姒	VERB
弄壞	VERB
的	PART
﹔秦	PROPN
……	PUNCT
雖然	SCONJ
史無明	ADJ
文﹐	NOUN
我	PRON
們	PRON
也	ADV
假定	VERB
他	PRON
因為	VERB
女人	NOUN
﹐	PUNCT
大約	NOUN
未必	ADV
十分	ADV
錯﹔	VERB
而	ADV
董卓	PROPN
可是	ADV
的	PART
確給	VERB
貂蟬	PROPN
害死	VERB
了	PART
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
本來	PRON
也	ADV
是	VERB
正	ADJ
人﹐	NOUN
我	PRON
們	PRON
雖然	SCONJ
不	ADV
知道	VERB
他	PRON
曾	ADV
蒙	VERB
什麼	DET
明師	ADJ
指授	NOUN
過﹐	PUNCT
但	ADV
他	PRON
對於	VERB
“	PUNCT
男女	NOUN
之	PART
大防	NOUN
”	PUNCT
〔	PUNCT
３１	NUM
〕卻	ADV
歷來	ADV
非常	ADV
嚴﹔	VERB
也	ADV
很	ADV
有	VERB
排斥	VERB
異端	NOUN
──	PUNCT
如	ADP
小尼姑	PROPN
及	CCONJ
假洋	ADJ
鬼子	NOUN
之	PART
類	NOUN
──	PUNCT
的	PART
正氣	NOUN
。	PUNCT
他	PRON
的	PART
學說	NOUN
是	VERB
﹕凡	PUNCT
尼姑	NOUN
﹐	PUNCT
一定	ADV
與	ADP
和	NOUN
尚私	NOUN
通﹔	VERB
一	NUM
個	NUM
女人	NOUN
在	ADP
外面	NOUN
走﹐	PUNCT
一定	ADV
想	VERB
引誘	VERB
野	ADJ
男人	NOUN
﹔	PUNCT
一	NUM
男	NOUN
一	NUM
女	NOUN
在	ADP
那	PRON
裡講	VERB
話﹐	PUNCT
一定	ADV
要	VERB
有	VERB
勾當	NOUN
了	PART
。	PUNCT
為懲	ADP
治	VERB
他	PRON
們起	ADV
見﹐	VERB
所以	ADV
他	PRON
往往	ADV
怒目	VERB
而	PART
視﹐	PUNCT
或者	CCONJ
大聲	ADV
說幾	VERB
句	NUM
〈	PUNCT
誅心	NOUN
〉	PUNCT
〔	PUNCT
３２	NUM
〕	PUNCT
話﹐	PUNCT
或者	CCONJ
在	ADP
冷僻	VERB
處﹐	NOUN
便從	ADV
後面	NOUN
擲	VERB
一	NUM
塊	NUM
小	ADJ
石頭	NOUN
。	PUNCT


　　	SPACE
誰	PRON
知道	VERB
他	PRON
將到	ADV
〈	PUNCT
而	ADV
立〉〔	PUNCT
３３	NUM
〕	PUNCT
之	PART
年	NOUN
﹐竟	PUNCT
被	X
小尼	PROPN
姑害	NOUN
得飄	VERB
飄然	VERB
了	PART
。	PUNCT
這飄	DET
飄然	VERB
的	PART
精神	NOUN
﹐	PUNCT
在	ADP
禮教	NOUN
上	PART
是	VERB
不	ADV
應該	VERB
有的	VERB
﹐──	PUNCT
所以	ADV
女人	NOUN
真	ADV
可	VERB
惡	VERB
﹐假	PUNCT
使	VERB
小	ADJ
尼姑	NOUN
的	PART
臉上	NOUN
不	ADV
滑	VERB
膩﹐	VERB
阿Ｑ便不至於	PROPN
被	X
蠱﹐	PUNCT
又	ADV
假使	VERB
小	ADJ
尼姑	NOUN
的	PART
臉上	NOUN
蓋	VERB
一	NUM
層	NUM
布﹐阿Ｑ便	NOUN
也	ADV
不	ADV
至於	ADV
被	X
蠱	VERB
了	PART
﹐──	PUNCT
他	PRON
五六年	NOUN
前	PART
﹐	PUNCT
曾	ADV
在	ADP
戲臺	NOUN
下	PART
的	PART
人	NOUN
叢	NOUN
中	PART
擰過	VERB
一	NUM
個	NUM
女人	NOUN
的	PART
大腿	NOUN
﹐但	ADV
因	ADP
為隔	VERB
一	NUM
層	NUM
褲﹐	NOUN
所以	ADV
此	DET
後並	NOUN
不	ADV
飄	VERB
飄然	VERB
﹐	PUNCT
──	PUNCT
而	ADV
小尼	PROPN
姑並	NOUN
不然	VERB
﹐這	PRON
也	ADV
足見	VERB
異端	NOUN
之	PART
可	NOUN
惡	NOUN
。	PUNCT


　　	SPACE
“	PUNCT
女	NOUN
……	PUNCT
”	PUNCT
阿Ｑ想	PROPN
。	PUNCT


　　	SPACE
他	PRON
對於	VERB
以	VERB
為	VERB
“	PUNCT
一定	ADV
想	VERB
引誘	VERB
野男人	NOUN
”	PUNCT
的	PART
女人	NOUN
﹐時	ADV
常	ADV
留心	VERB
看	VERB
﹐然	PUNCT
而	ADV
伊並不對	VERB
他	PRON
笑	VERB
。	PUNCT
他	PRON
對於	VERB
和	ADP
他	PRON
講話	VERB
的	PART
女人	NOUN
﹐	PUNCT
也	ADV
時常	ADV
留心	VERB
聽	VERB
﹐然而伊	ADV
又	ADV
並	ADV
不	ADV
提起	VERB
關於	VERB
什麼	DET
勾當	NOUN
的	PART
話來	NOUN
。	PUNCT
哦	INTJ
﹐這	PRON
也	ADV
是	VERB
女人	NOUN
可惡	VERB
之一	NOUN
節﹕	NOUN
伊們	PROPN
全都	ADV
要	VERB
裝	VERB
〈	PUNCT
假正經	NOUN
〉	PUNCT
的	PART
。	PUNCT


　　	SPACE
這	DET
一	NUM
天	NUM
﹐阿	PROPN
Ｑ	PROPN
在	ADP
趙太	PROPN
爺家	NOUN
裡舂	VERB
了	PART
一	NUM
天	NUM
米	NOUN
﹐	PUNCT
吃過	VERB
晚飯	NOUN
﹐便	PUNCT
坐	VERB
在	ADP
廚房	NOUN
裡吸	NOUN
旱煙	VERB
。	PUNCT
倘在	SCONJ
別家	PRON
﹐吃過晚	VERB
飯本	NOUN
可以	VERB
回去	VERB
的	PART
了	PART
﹐但	PUNCT
趙府	PROPN
上	VERB
晚飯	NOUN
早﹐	PUNCT
雖說	SCONJ
定例	NOUN
不准	VERB
掌燈	NOUN
﹐	PUNCT
一	ADV
吃	VERB
完	VERB
便	ADV
睡覺	VERB
﹐然	PUNCT
而	ADV
偶然	ADV
也	ADV
有	VERB
一些	NUM
例外	NOUN
﹕	PUNCT
其	PRON
一﹐	NUM
是	VERB
趙	PROPN
大爺	NOUN
未	ADV
進秀	VERB
才	ADV
的	PART
時候	NOUN
﹐准	VERB
其	PRON
點燈	VERB
讀	VERB
文章	NOUN
﹔	PUNCT
其二	NOUN
﹐	PUNCT
便	ADV
是	VERB
阿Ｑ來	PROPN
做	VERB
短工	NOUN
的	PART
時候	NOUN
﹐准	VERB
其	PRON
點燈	VERB
舂米	VERB
。	PUNCT
因	ADP
為這	ADP
一	NUM
條例	NOUN
外﹐	PART
所以	ADV
阿Ｑ	PROPN
在	ADP
動手	VERB
舂米	VERB
之前	PART
﹐還	PUNCT
坐	VERB
在	ADP
廚房	NOUN
裡吸	NOUN
旱煙	VERB
。	PUNCT


　　	SPACE
吳	PROPN
媽﹐	NOUN
是	VERB
趙	PROPN
太	NOUN
爺	NOUN
家裡	NOUN
唯一	ADJ
的	PART
女僕	NOUN
﹐洗	VERB
完了	VERB
碗碟﹐	NOUN
也	ADV
就	ADV
在	ADP
長凳	NOUN
上	PART
坐下	VERB
了	PART
﹐	PUNCT
而且	ADV
和	ADP
阿Ｑ	PROPN
談閒	VERB
天﹕	NOUN
“	PUNCT
太太	NOUN
兩天	ADV
沒有	ADV
吃飯	VERB
哩﹐	PART
因為	ADP
老爺	NOUN
要	VERB
買	VERB
一	NUM
個	NUM
小	ADJ
的	PART
……	PUNCT
”	PUNCT
“	PUNCT
女人	NOUN
……	PUNCT
吳媽	PROPN
……	PUNCT
這	DET
小	ADJ
孤孀	NOUN
……	PUNCT
”	PUNCT
阿Ｑ想	NOUN
。	PUNCT


　　	SPACE
“	PUNCT
我	PRON
們	PRON
的	PART
少	ADJ
奶奶	NOUN
是	VERB
八月	NOUN
裡要	PART
生	VERB
孩子	NOUN
了	PART
……	PUNCT
”	PUNCT


　　	SPACE
“	PUNCT
女人	NOUN
……	PUNCT
”	PUNCT
阿Ｑ想	NOUN
。	PUNCT


　　	SPACE
阿Ｑ	NOUN
放下	VERB
煙管	NOUN
﹐站	PUNCT
了	PART
起來	VERB
。	PUNCT


　　	SPACE
“	PUNCT
我	PRON
們	PRON
的	PART
少	ADJ
奶奶	NOUN
……	PUNCT
”	PUNCT
吳媽	PROPN
還嘮	ADV
叨說	VERB
。	PUNCT


　　	SPACE
“	PUNCT
我	PRON
和	ADP
你	PRON
睏	VERB
覺﹐	VERB
我	PRON
和	ADP
你	PRON
睏	VERB
覺﹗	VERB
”	PUNCT
阿Ｑ	PROPN
忽然	ADV
搶	VERB
上去	VERB
﹐對	PUNCT
伊	PROPN
跪下	VERB
了	PART
。	PUNCT


　　	SPACE
一	NUM
剎	NUM
時	NOUN
中	PART
很	ADV
寂然	VERB
。	PUNCT


　　	SPACE
“	PUNCT
阿呀﹗	NOUN
”	PUNCT
吳	PROPN
媽楞	VERB
了	PART
一	NUM
息	NOUN
﹐	PUNCT
突然	ADV
發抖	VERB
﹐大	ADV
叫	VERB
著往	ADV
外	ADV
跑	VERB
﹐且	ADV
跑且	ADV
嚷﹐	VERB
似乎	ADV
後	ADV
來帶	VERB
哭	VERB
了	PART
。	PUNCT


　　	SPACE
阿Ｑ對	PROPN
了	PART
牆壁	NOUN
跪著	VERB
也	ADV
發楞	VERB
﹐於	PUNCT
是	ADV
兩手	NOUN
扶著	NOUN
空板	ADJ
凳﹐	NOUN
慢慢	ADV
的	PART
站起	VERB
來﹐	PUNCT
彷彿	ADV
覺	VERB
得	VERB
有些	ADV
糟	VERB
。	PUNCT
他	PRON
這時確	ADV
也	ADV
有些	ADV
忐忑	VERB
了	PART
﹐慌張	VERB
的	PART
將煙	VERB
管插	VERB
在	ADP
褲帶	NOUN
上﹐	PUNCT
就	ADV
想	VERB
去	VERB
舂米	VERB
。	PUNCT
蓬	NOUN
的	PART
一	NUM
聲	NOUN
﹐頭	NOUN
上	PART
著	VERB
了	PART
很	ADV
粗	ADJ
的	PART
一下	NOUN
﹐	PUNCT
他	PRON
急忙	ADV
迴	VERB
轉身	VERB
去	VERB
﹐	PUNCT
那	DET
秀才	PROPN
便	ADV
拿	VERB
了	PART
一	NUM
支	NUM
大	ADJ
竹杠	NOUN
站	VERB
在	ADP
他	PRON
面前	NOUN
。	PUNCT


　　	SPACE
“	PUNCT
你	PRON
反	VERB
了	PART
﹐	PUNCT
……	PUNCT
你	PRON
這	PRON
……	PUNCT
”	PUNCT


　　	SPACE
大竹杠	PROPN
又	ADV
向	ADP
他	PRON
劈下	VERB
來	VERB
了	PART
。	PUNCT
阿Ｑ	PROPN
兩手	NOUN
去	VERB
抱頭	VERB
﹐拍	VERB
的	PART
正打	VERB
在	ADP
指節	NOUN
上	PART
﹐這	PRON
可	ADV
很	ADV
有	VERB
一些	NUM
痛	NOUN
。	PUNCT
他	PRON
衝出	VERB
廚房	NOUN
門﹐	PUNCT
彷彿	ADV
背	NOUN
上	PART
又	ADV
著	VERB
了	PART
一下	ADV
似的	ADV
。	PUNCT


　　	SPACE
“	PUNCT
忘	VERB
八	NUM
蛋	NOUN
﹗	PUNCT
”	PUNCT
秀才	PROPN
在	ADP
後面	NOUN
用	VERB
了	PART
官話	NOUN
這	DET
樣罵	NOUN
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
奔入	VERB
舂米	NOUN
場﹐	NOUN
一	NUM
個	NUM
人	NOUN
站	VERB
著﹐	PUNCT
還覺	ADV
得	PART
指頭	VERB
痛﹐	NOUN
還記	ADV
得	VERB
“	PUNCT
忘	VERB
八	NUM
蛋	NOUN
”	PUNCT
﹐	PUNCT
因	ADP
為這	ADP
話	NOUN
是	VERB
未莊	NOUN
的	PART
鄉下人	NOUN
從來	ADV
不用	VERB
﹐專	PUNCT
是	VERB
見過	VERB
官府	NOUN
的	PART
闊人	NOUN
用	VERB
的	PART
﹐所以	ADV
格外	ADV
怕	VERB
﹐	PUNCT
而	CCONJ
印象	NOUN
也	ADV
格外	ADV
深	VERB
。	PUNCT
但	ADV
這時	ADV
﹐	PUNCT
他	PRON
那	DET
“	PUNCT
女	NOUN
……	PUNCT
”	PUNCT
的	PART
思想	NOUN
卻	ADV
也	ADV
沒有	VERB
了	PART
。	PUNCT
而且	ADV
打罵	VERB
之後	PART
﹐	PUNCT
似乎	ADV
一	NUM
件	NUM
事	NOUN
也	ADV
已	ADV
經	ADV
收束	VERB
﹐倒	ADV
反覺	VERB
得	PART
一	ADV
無	VERB
窐	NOUN
礙似	NOUN
的	PART
﹐便	PUNCT
動手	VERB
去	VERB
舂米	VERB
。	PUNCT
舂	VERB
了	PART
一	ADV
會	NOUN
﹐	PUNCT
他	PRON
熱起	VERB
來	VERB
了	PART
﹐	PUNCT
又	ADV
歇	VERB
了	PART
手脫	NOUN
衣服	NOUN
。	PUNCT


　　	SPACE
脫下	VERB
衣服	NOUN
的	PART
時候	NOUN
﹐	PUNCT
他	PRON
聽	VERB
得	PART
外面	NOUN
很	ADV
熱鬧	VERB
﹐阿	PROPN
Ｑ生	PROPN
平本	ADV
來	PART
最	ADV
愛	VERB
看	VERB
熱鬧	NOUN
﹐便	PUNCT
即	ADV
尋聲	VERB
走	VERB
出去	VERB
了	PART
。	PUNCT
尋聲	VERB
漸漸	VERB
的	PART
尋到	VERB
趙	PROPN
太	NOUN
爺	NOUN
的	PART
內院	NOUN
裡﹐	PUNCT
雖然	SCONJ
在	VERB
昏黃	NOUN
中	PART
﹐卻	PUNCT
辨	VERB
得	PART
出許	VERB
多	NUM
人	NOUN
﹐	PUNCT
趙府	PROPN
一家	NOUN
連兩日	ADV
不	ADV
吃飯	VERB
的	PART
太太	NOUN
也	ADV
在	VERB
內﹐	NOUN
還	ADV
有	VERB
間壁	NOUN
的	PART
鄒七	PROPN
嫂	NOUN
﹐	PUNCT
真正	ADV
本家	NOUN
的	PART
趙白眼﹐	PROPN
趙	PROPN
司晨	NOUN
。	PUNCT


　　	SPACE
少奶	NOUN
奶正	NOUN
拖著	VERB
吳媽	PROPN
走出	VERB
下房	VERB
來﹐	PUNCT
一面	ADV
說﹕	VERB
“	PUNCT
你	PRON
到	ADP
外面	NOUN
來﹐	PUNCT
……	PUNCT
不要	ADV
躲	VERB
在	ADP
自己	PRON
房裡	NOUN
想	VERB
……	PUNCT
”	PUNCT


　　	SPACE
“	PUNCT
誰	PRON
不	ADV
知道	VERB
你	PRON
正	ADV
經﹐	PUNCT
……	PUNCT
短見	NOUN
是	VERB
萬萬	ADV
尋不得	VERB
的	PART
。	PUNCT
”	PUNCT
鄒	PROPN
七	NUM
嫂	NOUN
也	ADV
從	ADP
旁說	NOUN
。	PUNCT


　　	SPACE
吳媽	PROPN
只是	ADV
哭﹐	VERB
夾些	VERB
話﹐	PUNCT
卻	ADV
不	ADV
甚	ADV
聽	VERB
得	PART
分明	VERB
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
想﹕	VERB
“	PUNCT
哼﹐	INTJ
有趣	VERB
﹐這	PUNCT
小	ADJ
孤孀	NOUN
不	ADV
知道	VERB
鬧著	VERB
什麼	DET
玩意	NOUN
兒	NOUN
了	PART
﹖	PUNCT
”	PUNCT
他	PRON
想	VERB
打	VERB
聽﹐	PUNCT
走近	VERB
趙	PROPN
司晨	NOUN
的	PART
身邊	NOUN
。	PUNCT
這時	PRON
他	PRON
猛然	ADV
間	PART
看	VERB
見趙	VERB
大爺	NOUN
向	ADP
他	PRON
奔來	VERB
﹐	PUNCT
而且	ADV
手裡	NOUN
捏著	VERB
一	NUM
支	NUM
大竹杠	NOUN
。	PUNCT
他	PRON
看	VERB
見這	VERB
一	NUM
支	NUM
大竹杠	NOUN
﹐便	PUNCT
猛然	ADV
間悟	VERB
到	VERB
自己	PRON
曾	ADV
經	ADV
被	X
打﹐	PUNCT
和	ADP
這	DET
一	NUM
場	NUM
熱鬧	NOUN
似乎	ADV
有	VERB
點	NUM
相關	VERB
。	PUNCT
他	PRON
翻身	VERB
便	ADV
走﹐	PUNCT
想	VERB
逃回	VERB
舂米	NOUN
場﹐	PUNCT
不	ADV
圖這	VERB
支竹	VERB
杠阻	VERB
了	PART
他	PRON
的	PART
去路	NOUN
﹐於	PUNCT
是	ADV
他	PRON
又	ADV
翻身	VERB
便	ADV
走﹐	PUNCT
自然而然	ADV
的	PART
走出	VERB
後門	NOUN
﹐	PUNCT
不	ADV
多	NUM
工	NOUN
夫﹐	NOUN
已	ADV
在	VERB
土谷	NOUN
祠內	VERB
了	PART
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
坐	VERB
了	PART
一	ADV
會	ADV
﹐皮膚	NOUN
有些	ADV
起	VERB
慄﹐	PUNCT
他	PRON
覺	VERB
得	VERB
冷	VERB
了	PART
﹐因	PUNCT
為雖	ADP
在	VERB
春季	NOUN
﹐	PUNCT
而	ADV
夜間	NOUN
頗	ADV
有	VERB
餘寒﹐	NOUN
尚	ADV
不	ADV
宜於	VERB
赤膊	NOUN
。	PUNCT
他	PRON
也	ADV
記	VERB
得	VERB
布衫	NOUN
留	VERB
在	ADP
趙家	PROPN
﹐但	ADV
倘若	SCONJ
去	VERB
取﹐	PUNCT
又	ADV
深	ADV
怕	VERB
秀才	NOUN
的	PART
竹杠	NOUN
。	PUNCT
然而	ADV
地	PART
保進	VERB
來	VERB
了	PART
。	PUNCT


　　	SPACE
“	PUNCT
阿Ｑ﹐	PROPN
你	PRON
的	PART
媽媽	NOUN
的	PART
﹗	PUNCT
你	PRON
連趙家	NOUN
的	PART
佣人	NOUN
都	ADV
調戲	VERB
起	VERB
來﹐	PUNCT
簡直	ADV
是	VERB
造反	NOUN
。	PUNCT
害	VERB
得	PART
我	PRON
晚上	NOUN
沒有	ADV
覺	NOUN
睡﹐	PUNCT
你	PRON
的	PART
媽媽	NOUN
的	PART
﹗	PUNCT
……	PUNCT
”	PUNCT


　　	SPACE
如是	SCONJ
云云	PROPN
的	PART
教訓	NOUN
了	PART
一通	VERB
﹐阿	PUNCT
Ｑ	PROPN
自然	ADV
沒有	VERB
話	NOUN
。	PUNCT
臨末	VERB
﹐	PUNCT
因為	ADP
在	ADP
晚上	NOUN
﹐應	PUNCT
該送	VERB
地	PART
保加	VERB
倍酒錢	NOUN
四百	NUM
文	NOUN
﹐阿	PUNCT
Ｑ	PROPN
正沒	ADV
有	VERB
現錢	NOUN
﹐便	PUNCT
用	ADP
一	NUM
頂	NUM
氈帽	NOUN
做	VERB
抵押	NOUN
﹐	PUNCT
並且	ADV
訂定	VERB
了	PART
五	NUM
條	NUM
件	NOUN
﹕	PUNCT

	SPACE
一	NUM
　	SPACE
明天	NOUN
用	VERB
紅燭	NOUN
──	PUNCT
要	VERB
一	NUM
斤	NUM
重	VERB
的	PART
──	PUNCT
一	NUM
對	NUM
﹐香	PUNCT
一	NUM
封	NUM
﹐到	PUNCT
趙府	PROPN
上去	VERB
賠罪	VERB
。	PUNCT


	SPACE
二	NUM
　	SPACE
趙府	PROPN
上請	VERB
道士	VERB
祓除	PUNCT
縊鬼	PUNCT
﹐費	NOUN
用	NOUN
由	ADP
阿Ｑ負擔	PROPN
。	PUNCT


	SPACE
三	NUM
　	SPACE
阿Ｑ	PROPN
從此	ADV
不准	VERB
踏進	VERB
趙府	PROPN
的	PART
門檻	NOUN
。	PUNCT


	SPACE
四	NUM
　	SPACE
吳媽	PROPN
此	DET
後倘	NOUN
有	VERB
不測	NOUN
﹐惟	PUNCT
阿Ｑ是問	PROPN
。	PUNCT


	SPACE
五阿Ｑ不准	PROPN
再	ADV
去	VERB
索取	VERB
工錢	NOUN
和	CCONJ
布衫	NOUN
。	PUNCT


　　	SPACE
阿Ｑ	PROPN
自然	ADV
都	ADV
答應	VERB
了	PART
﹐	PUNCT
可	ADV
惜沒	VERB
有錢	VERB
。	PUNCT
幸而	ADV
已經	ADV
春天	NOUN
﹐棉	NOUN
被	NOUN
可以	VERB
無用	VERB
﹐便	PUNCT
質	VERB
了	PART
二千	NUM
大	ADJ
錢﹐	NOUN
履行	NOUN
條約	NOUN
。	PUNCT
赤膊	VERB
磕頭	VERB
之後	PART
﹐	PUNCT
居然	ADV
還	ADV
剩幾	VERB
文﹐	NOUN
他	PRON
也	ADV
不	ADV
再	ADV
贖	VERB
氈帽	NOUN
﹐統統	ADV
喝	VERB
了	PART
酒	NOUN
了	PART
。	PUNCT
但	ADV
趙家	PROPN
也	ADV
並	ADV
不	ADV
燒	VERB
香點	NOUN
燭﹐	PUNCT
因為	ADP
太太	NOUN
拜佛	VERB
的	PART
時候	NOUN
可以	VERB
用﹐	PUNCT
留著	VERB
了	PART
。	PUNCT
那	DET
破	ADJ
布衫	NOUN
是	VERB
大半	ADV
做	VERB
了	PART
少	NUM
奶奶	NOUN
八月	NOUN
間生	NOUN
下來	VERB
的	PART
孩子	NOUN
的	PART
襯尿	NOUN
布﹐	NOUN
那	DET
小	ADJ
半	NUM
破爛	NOUN
的	PART
便	ADV
都	ADV
做	VERB
了	PART
吳媽	PROPN
的	PART
鞋底	NOUN
。	PUNCT



	SPACE
第五	NUM
章	NUM
　	SPACE
生	NOUN
　	SPACE
計	NOUN
　	SPACE
問	NOUN
　	SPACE
題	NOUN



　　	SPACE
阿Ｑ禮畢	PROPN
之後	NOUN
﹐	PUNCT
仍	ADV
舊	ADV
回到	VERB
土谷	NOUN
祠﹐	NOUN
太	NOUN
陽	NOUN
下去	VERB
了	PART
﹐漸	PUNCT
漸覺	ADV
得	VERB
世上	NOUN
有些	ADV
古怪	VERB
。	PUNCT
他	PRON
仔細	ADV
一	ADV
想	VERB
﹐	PUNCT
終於省	ADV
悟過	VERB
來﹕	PUNCT
其	PRON
原因	NOUN
蓋	VERB
在	ADP
自己	PRON
的	PART
赤膊	NOUN
。	PUNCT
他	PRON
記	VERB
得	VERB
破夾	NOUN
襖還	NOUN
在	VERB
﹐便	PUNCT
披	VERB
在	ADP
身上	NOUN
﹐躺	PUNCT
倒	VERB
了	PART
﹐待	PUNCT
張開	VERB
眼睛	NOUN
﹐原	PUNCT
來	ADV
太	NOUN
陽	NOUN
又	ADV
已	ADV
經照	ADV
在	ADP
西牆	NOUN
上頭	VERB
了	PART
。	PUNCT
他	PRON
坐起	VERB
身﹐	PUNCT
一面	ADV
說道	VERB
：	PUNCT
“	PUNCT
媽媽	NOUN
的	PART
……	PUNCT
”	PUNCT


　　	SPACE
他	PRON
起來	VERB
之後	PART
﹐	PUNCT
也	ADV
仍	ADV
舊	ADV
在	ADP
街上	NOUN
逛﹐	VERB
雖然	SCONJ
不	ADV
比	ADP
赤膊	NOUN
之	PART
有	VERB
切膚	VERB
之	PART
痛	NOUN
﹐卻	ADV
又	ADV
漸漸	ADV
的	PART
覺得	VERB
世上	NOUN
有些	ADV
古怪	VERB
了	PART
。	PUNCT
彷彿	ADV
從這	VERB
一	NUM
天	NUM
起	PART
﹐	PUNCT
未	ADV
莊	VERB
的	PART
女人	NOUN
